Ion,Hit,Hit Name,Diff.,Mode
710.344,710.35166812,02A2.Phosphate.NIL.NIL.C10:0_(OH) ketene.NIL.C12:0_(OH) acid,10.795,ppm
648.3846,648.39590157,02A2.Water.Water.NIL.C10:0_(OH) ketene.C12:0_(OH) ketene.Water,17.43,ppm
648.3846,648.39590157,02A2.Water.Water.NIL.C12:0_(OH) ketene.C10:0_(OH) ketene.Water,17.43,ppm
648.3846,648.39590188,02A2.Water.C12:0_(OH) acid.NIL.C10:0_(OH) ketene.NIL.Water,17.431,ppm
648.3846,648.39590188,02A2.Water.Water.NIL.C10:0_(OH) ketene.NIL.C12:0_(OH) acid,17.431,ppm
648.206,648.2186183800001,02A2.Pyrophosphate.Water.NIL.C14:1 ketene.NIL.Water,19.466,ppm
648.206,648.21861869,02A2.Pyrophosphate.NIL.NIL.C14:0_(OH) ketene.NIL.Water,19.467,ppm
648.206,648.21861869,02A2.Pyrophosphate.Water.NIL.C14:0_(OH) ketene.NIL.NIL,19.467,ppm
630.3765,630.38533657,02A2.Water.Water.NIL.C10:0_(OH) ketene.C12:1 ketene.Water,14.018,ppm
630.3765,630.38533657,02A2.Water.Water.NIL.C12:0_(OH) ketene.C10:1 ketene.Water,14.018,ppm
630.3765,630.38533688,02A2.Water.C12:0_(OH) acid.NIL.C10:1 ketene.NIL.Water,14.018,ppm
630.3765,630.38533688,02A2.Water.Water.NIL.C10:0_(OH) ketene.C12:0_(OH) ketene.NIL,14.018,ppm
630.3765,630.38533688,02A2.Water.Water.NIL.C10:0_(OH) ketene.NIL.C12:1 acid,14.018,ppm
630.3765,630.38533688,02A2.Water.Water.NIL.C12:0_(OH) ketene.C10:0_(OH) ketene.NIL,14.018,ppm
630.3765,630.3853368800001,02A2.Water.C12:1 acid.NIL.C10:0_(OH) ketene.NIL.Water,14.018,ppm
630.3765,630.3853368800001,02A2.Water.NIL.NIL.C10:0_(OH) ketene.C12:0_(OH) ketene.Water,14.018,ppm
630.3765,630.3853368800001,02A2.Water.NIL.NIL.C12:0_(OH) ketene.C10:0_(OH) ketene.Water,14.018,ppm
630.3765,630.3853368800001,02A2.Water.Water.NIL.C10:1 ketene.NIL.C12:0_(OH) acid,14.018,ppm
630.3765,630.38533719,02A2.Water.C12:0_(OH) acid.NIL.C10:0_(OH) ketene.NIL.NIL,14.019,ppm
630.3765,630.38533719,02A2.Water.NIL.NIL.C10:0_(OH) ketene.NIL.C12:0_(OH) acid,14.019,ppm
568.2446,568.2522875000001,02A2.Phosphate.Water.NIL.C14:1 ketene.NIL.Water,13.528,ppm
568.2446,568.25228781,02A2.Phosphate.NIL.NIL.C14:0_(OH) ketene.NIL.Water,13.529,ppm
568.2446,568.25228781,02A2.Phosphate.Water.NIL.C14:0_(OH) ketene.NIL.NIL,13.529,ppm
550.2417,550.24172281,02A2.Phosphate.NIL.NIL.C14:1 ketene.NIL.Water,0.041,ppm
550.2417,550.24172281,02A2.Phosphate.Water.NIL.C14:1 ketene.NIL.NIL,0.041,ppm
550.2417,550.24172312,02A2.Phosphate.NIL.NIL.C14:0_(OH) ketene.NIL.NIL,0.042,ppm
